MSSubClass,MSZoning,LotFrontage,LotArea,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearRemod/Add,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,HeatingQC,CentralAir,GrLivArea,BsmtFullBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageType,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,WoodDeckSF,OpenPorchSF,EnclosedPorch,ScreenPorch,Fence,MoSold,YrSold,SaleType,SaleCondition,SalePrice,logSalePrice,TotalSF,HasAlley,Neighborhood_ord,Conditions_vals,Age,Roof_ord,Bsmt_ord_sum,TotalBath
70,RL,70.0,10570,4,Bnk,Inside,Mod,Crawfor,Norm,Norm,1Fam,2Story,8,8,1994,Hip,CompShg,BrkFace,BrkFace,NA,0.0,4,3,CBlock,4,4,1,3,297.0,556.0,853.0,3,1,2727,0.0,2,1,3,1,4,10,Maj1,1,Detchd,1,2.0,440.0,3,3,0,1,0,0,0,12,2007,WD ,Normal,315000,12.660331092405906,3580.0,0,2.0,1,13,2,16,3.0
70,RL,61.0,7259,3,Lvl,Inside,Mod,Crawfor,Norm,Norm,1Fam,2Story,6,8,2002,Gambrel,CompShg,Wd Sdng,Wd Sdng,NA,0.0,3,3,CBlock,3,3,1,5,774.0,104.0,1028.0,5,1,2320,1.0,2,1,3,1,4,9,Typ,1,Detchd,1,1.0,180.0,3,3,224,0,0,0,1,7,2007,WD ,Normal,259500,12.466515835145202,3348.0,0,2.0,1,5,0,9,4.0
20,RL,72.30699774266365,14442,4,Lvl,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,6,7,2004,Hip,CompShg,CemntBd,CmentBd,BrkFace,106.0,3,3,PConc,3,3,1,6,1186.0,291.0,1477.0,5,1,1839,1.0,2,0,3,1,4,7,Typ,1,Attchd,3,2.0,416.0,3,3,0,1,0,200,0,6,2007,WD ,Normal,257500,12.458778882573533,3316.0,0,2.0,1,3,2,9,3.0
70,RL,75.0,13125,4,Lvl,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,7,6,1984,Gable,CompShg,Wd Sdng,Wd Sdng,NA,0.0,3,3,CBlock,3,3,1,4,410.0,390.0,800.0,3,1,1740,0.0,1,1,3,1,3,6,Typ,1,Attchd,1,1.0,240.0,3,3,0,0,0,0,0,7,2007,CWD,Normal,219500,12.299112067295642,2540.0,0,2.0,1,23,1,9,2.0
20,RL,76.45487364620939,21000,4,Bnk,Corner,Gtl,Crawfor,Norm,Norm,1Fam,1Story,6,5,1953,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,184.0,3,4,CBlock,4,3,3,5,35.0,905.0,1809.0,3,1,2259,1.0,2,0,3,1,4,7,Typ,1,Basment,1,2.0,450.0,3,3,166,1,192,0,1,10,2007,COD,Abnorml,217000,12.28765724080691,4068.0,0,2.0,1,54,2,36,3.0
20,RL,56.98571428571429,21579,3,Lvl,CulDSac,Gtl,Crawfor,Norm,Norm,1Fam,1Story,6,6,1968,Hip,CompShg,HdBoard,BrkFace,NA,0.0,3,3,PConc,4,3,1,4,813.0,675.0,1488.0,5,1,1488,0.0,2,0,3,1,3,7,Typ,1,Attchd,2,2.0,552.0,3,3,0,0,216,0,0,9,2007,CWD,Normal,215000,12.278397958261774,2976.0,0,2.0,1,39,2,12,3.0
160,RM,56.98571428571429,1782,4,Lvl,Inside,Gtl,Blueste,Norm,Norm,Twnhs,2Story,6,6,1980,Gable,CompShg,MetalSd,MetalSd,NA,0.0,3,4,CBlock,4,3,1,6,330.0,186.0,516.0,4,1,1045,0.0,1,0,2,1,3,5,Typ,1,Detchd,1,2.0,462.0,3,3,180,0,0,0,1,12,2007,WD ,Normal,123900,11.727238138609684,1561.0,0,3.0,1,27,1,12,1.0
20,RL,86.31818181818181,17871,2,Lvl,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,4,5,1996,Gable,CompShg,VinylSd,VinylSd,NA,0.0,3,3,PConc,4,3,1,1,0.0,1680.0,1680.0,4,1,1680,0.0,2,0,4,1,4,7,Typ,0,Attchd,1,2.0,628.0,3,3,152,0,0,0,0,6,2007,WD ,Normal,170000,12.04355959836804,3360.0,0,2.0,1,11,1,12,2.0
120,RM,35.0,3907,3,Bnk,Inside,Mod,Blueste,Norm,Norm,TwnhsE,1Story,8,5,1988,Gable,CompShg,HdBoard,HdBoard,NA,0.0,3,3,CBlock,4,3,5,6,577.0,427.0,1004.0,4,1,1020,1.0,1,0,1,1,3,4,Typ,0,Attchd,1,2.0,509.0,3,3,135,0,0,0,0,3,2007,WD ,Normal,200000,12.206077645517674,2024.0,0,3.0,1,19,1,60,2.0
20,RL,93.66129032258064,20693,3,Bnk,Corner,Gtl,Crawfor,Norm,Norm,1Fam,1Story,7,5,1971,Gable,CompShg,Plywood,Plywood,BrkFace,652.0,3,3,CBlock,4,3,1,3,434.0,1262.0,1696.0,5,1,1696,0.0,2,0,3,1,3,7,Typ,1,Attchd,3,2.0,625.0,3,3,0,1,0,0,1,2,2007,WD ,Normal,198000,12.19602736016897,3392.0,0,2.0,1,36,1,12,2.0
20,RL,70.0,18044,3,HLS,CulDSac,Gtl,Crawfor,Norm,Norm,1Fam,1Story,8,5,1986,Gable,CompShg,WdShing,Plywood,NA,0.0,4,3,CBlock,4,3,1,1,0.0,279.0,279.0,4,1,2726,0.0,2,1,2,1,4,6,Typ,1,Attchd,3,2.0,691.0,4,4,216,1,169,0,0,8,2007,WD ,Normal,315000,12.660331092405906,3005.0,0,2.0,1,21,1,12,3.0
50,RM,85.0,8500,4,Lvl,Corner,Gtl,IDOTRR,Artery,Norm,1Fam,1.5Fin,5,7,2005,Gable,CompShg,CemntBd,CmentBd,NA,0.0,3,3,CBlock,3,3,1,1,0.0,793.0,793.0,3,0,1517,0.0,2,0,3,1,2,7,Typ,0,NA,0,0.0,0.0,0,0,0,0,144,0,0,8,2007,WD ,Normal,115000,11.652696102959753,2310.0,0,1.0,1,2,1,9,2.0
50,RM,50.0,7000,4,Lvl,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,6,7,1950,Gable,CompShg,Wd Sdng,Wd Sdng,NA,0.0,3,3,BrkTil,3,3,1,5,375.0,345.0,720.0,4,1,1215,0.0,1,0,3,1,4,6,Typ,0,Detchd,3,2.0,720.0,3,3,0,0,30,0,1,5,2007,WD ,Normal,141000,11.856522261533737,1935.0,0,1.0,1,57,1,9,1.0
45,RM,50.0,5000,4,Lvl,Inside,Gtl,IDOTRR,RRAe,Norm,1Fam,1.5Unf,5,6,1950,Gable,CompShg,MetalSd,MetalSd,NA,0.0,3,3,CBlock,3,3,4,4,116.0,604.0,720.0,1,0,803,0.0,1,0,2,1,3,5,Typ,0,Detchd,1,2.0,360.0,3,3,0,0,244,0,0,12,2007,WD ,Normal,87000,11.373674891823535,1523.0,0,1.0,0,57,1,36,1.0
50,RM,50.0,7288,4,Lvl,Inside,Gtl,IDOTRR,Artery,Norm,1Fam,1.5Fin,5,7,2003,Gable,CompShg,VinylSd,VinylSd,NA,0.0,4,4,BrkTil,3,1,1,1,0.0,936.0,936.0,5,1,1601,0.0,2,0,3,1,3,6,Typ,0,NA,0,0.0,0.0,0,0,0,0,0,0,0,9,2007,WD ,Normal,129850,11.774142918254926,2537.0,0,1.0,1,4,1,3,2.0
50,RM,50.0,6060,4,Lvl,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,4,5,1950,Gable,CompShg,AsbShng,AsbShng,NA,0.0,3,3,PConc,3,3,1,1,0.0,732.0,732.0,4,1,1123,0.0,1,0,3,1,3,4,Typ,0,Detchd,1,1.0,264.0,3,3,0,0,140,0,1,6,2007,WD ,Normal,100000,11.51293546492023,1855.0,0,1.0,1,57,1,9,1.0
70,RM,50.0,9060,4,Lvl,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,2Story,5,6,1999,Gable,CompShg,Wd Sdng,Plywood,NA,0.0,3,3,BrkTil,4,3,1,5,548.0,311.0,859.0,5,1,1828,0.0,2,0,3,1,4,6,Typ,0,Detchd,0,0.0,0.0,0,0,174,0,212,0,1,3,2007,WD ,Alloca,150909,11.924438911612596,2687.0,0,1.0,1,8,1,12,2.0
30,RM,46.0,3672,4,Lvl,Inside,Gtl,IDOTRR,Artery,Norm,1Fam,1Story,5,7,1950,Gable,CompShg,Stucco,Stucco,NA,0.0,3,3,BrkTil,3,3,1,1,0.0,816.0,816.0,5,1,816,0.0,1,0,2,1,3,5,Typ,0,Detchd,1,1.0,100.0,2,2,0,0,96,0,0,9,2007,WD ,Normal,75200,11.227919807721856,1632.0,0,1.0,1,57,1,9,1.0
30,RM,59.0,8263,4,Bnk,Inside,Mod,IDOTRR,Norm,Norm,1Fam,1Story,6,5,1950,Gable,CompShg,BrkFace,BrkFace,NA,0.0,3,3,BrkTil,3,3,1,1,0.0,1012.0,1012.0,3,1,1012,0.0,1,0,2,1,3,6,Typ,1,Detchd,1,1.0,308.0,3,3,0,1,112,0,1,5,2007,WD ,Normal,118400,11.681832447342321,2024.0,0,1.0,1,57,1,9,1.0
30,RM,60.0,8967,4,Lvl,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,5,2,1950,Gable,CompShg,MetalSd,MetalSd,NA,0.0,3,2,BrkTil,2,1,1,1,0.0,961.0,961.0,4,1,1077,0.0,1,0,2,1,3,6,Maj2,0,Detchd,1,1.0,338.0,1,1,0,0,0,0,0,11,2007,WD ,Abnorml,67000,11.112462823634855,2038.0,0,1.0,1,57,1,2,1.0
50,RM,75.0,13710,4,Lvl,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,5,5,1950,Gable,CompShg,Wd Sdng,Wd Sdng,NA,0.0,3,3,CBlock,3,3,1,4,420.0,490.0,910.0,3,1,1558,0.0,1,1,4,1,3,6,Typ,0,Attchd,1,1.0,282.0,3,3,289,0,0,0,1,6,2007,WD ,Normal,152000,11.931642378754141,2468.0,0,1.0,1,57,1,9,2.0
50,RM,64.0,11067,4,Lvl,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,2,4,1950,Gable,CompShg,MetalSd,MetalSd,NA,0.0,3,3,BrkTil,0,0,0,0,0.0,0.0,0.0,5,1,845,0.0,1,0,1,1,3,4,Maj2,0,Detchd,1,1.0,256.0,3,2,48,0,0,0,0,3,2007,WD ,Normal,68104,11.128805910881441,845.0,0,1.0,1,57,1,0,1.0
120,RM,59.0,5568,3,HLS,Inside,Mod,Crawfor,Norm,Norm,TwnhsE,1Story,8,5,2007,Hip,CompShg,CemntBd,CmentBd,Stone,473.0,4,3,PConc,4,3,5,6,1573.0,0.0,1573.0,4,1,1625,1.0,2,0,2,1,4,5,Typ,1,Attchd,3,2.0,495.0,3,3,123,0,0,153,0,10,2007,New,Partial,375000,12.834683971615659,3198.0,0,2.0,1,0,2,60,4.0
120,RM,44.0,4750,3,HLS,Inside,Mod,Crawfor,Norm,Norm,TwnhsE,1Story,8,5,2007,Hip,CompShg,VinylSd,VinylSd,Stone,481.0,4,3,PConc,4,3,5,6,1573.0,0.0,1573.0,5,1,1625,1.0,2,0,2,1,4,5,Typ,1,Attchd,3,2.0,538.0,3,3,123,0,0,153,0,12,2007,WD ,Family,235000,12.367345048436391,3198.0,0,2.0,1,0,2,60,4.0
85,RL,56.98571428571429,12150,3,Bnk,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,SFoyer,6,6,1979,Gable,CompShg,HdBoard,Wd Shng,NA,0.0,3,3,CBlock,4,3,4,6,1001.0,0.0,1001.0,3,1,1299,1.0,2,0,2,1,4,5,Typ,1,BuiltIn,2,2.0,486.0,3,3,84,0,222,0,1,1,2007,WD ,Normal,183500,12.119975396053194,2300.0,0,2.0,1,28,1,48,3.0
85,RL,56.98571428571429,7540,3,Lvl,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,SFoyer,6,6,1978,Gable,CompShg,VinylSd,VinylSd,NA,0.0,3,3,CBlock,4,3,4,6,773.0,115.0,888.0,5,1,912,1.0,1,0,2,1,3,5,Typ,1,Attchd,2,2.0,470.0,3,3,0,0,0,192,1,6,2007,WD ,Normal,156000,11.957617696467539,1800.0,0,2.0,1,29,1,48,2.0
20,RL,71.0,9187,4,Bnk,Corner,Gtl,Mitchel,Norm,Norm,1Fam,1Story,6,5,1983,Gable,CompShg,VinylSd,VinylSd,NA,0.0,3,4,PConc,3,3,1,5,336.0,748.0,1084.0,3,1,1080,0.0,1,1,3,1,3,5,Typ,0,Attchd,1,2.0,484.0,3,3,120,0,158,0,0,6,2007,WD ,Normal,134000,11.80560254159177,2164.0,0,2.0,1,24,1,9,2.0
20,RL,80.0,10000,4,Lvl,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,5,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,166.0,4,3,PConc,4,3,1,6,585.0,856.0,1441.0,5,1,1392,0.0,2,0,3,1,4,6,Typ,1,Attchd,3,3.0,650.0,3,3,168,1,0,0,0,12,2007,WD ,Normal,215000,12.278397958261774,2833.0,0,2.0,1,5,1,12,2.0
20,RL,44.0,12864,3,Lvl,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,1Story,7,5,2002,Gable,CompShg,VinylSd,VinylSd,NA,0.0,4,3,PConc,4,3,1,6,1392.0,17.0,1409.0,5,1,1409,1.0,1,1,1,1,4,4,Typ,1,Attchd,2,2.0,576.0,3,3,0,1,0,145,0,7,2007,WD ,Normal,245000,12.409017571151187,2818.0,0,2.0,1,5,1,12,3.0
20,RL,56.98571428571429,9928,3,Lvl,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,1Story,7,5,1992,Gable,CompShg,HdBoard,HdBoard,NA,0.0,3,3,PConc,4,3,1,6,1239.0,215.0,1454.0,3,1,1478,1.0,2,0,3,1,3,6,Typ,1,Attchd,1,2.0,506.0,3,3,114,1,0,0,0,5,2007,WD ,Normal,210000,12.25486757159303,2932.0,0,2.0,1,15,1,12,3.0
80,RL,72.30699774266365,8750,3,Lvl,Inside,Gtl,Mitchel,Norm,Norm,1Fam,SLvl,7,6,1975,Gable,CompShg,Plywood,Plywood,Stone,50.0,3,3,CBlock,3,3,4,3,224.0,98.0,852.0,3,1,918,0.0,1,0,3,0,3,4,Typ,0,Attchd,1,1.0,360.0,3,3,192,1,0,0,0,3,2007,WD ,Normal,148000,11.904974309480183,1770.0,0,2.0,1,32,1,36,2.0
85,RL,82.0,8410,3,Lvl,Corner,Gtl,Mitchel,Norm,Norm,1Fam,SFoyer,6,6,1974,Gable,CompShg,Plywood,Plywood,NA,0.0,3,3,CBlock,4,3,4,5,924.0,46.0,970.0,3,1,1026,1.0,1,0,2,1,3,5,Typ,1,Attchd,1,2.0,528.0,3,3,193,0,0,0,0,4,2007,WD ,Normal,143000,11.870606902224587,1996.0,0,2.0,1,33,1,48,2.0
120,RL,46.0,4054,3,Lvl,Inside,Gtl,Timber,Norm,Norm,TwnhsE,1Story,7,6,1987,Gable,CompShg,VinylSd,VinylSd,BrkFace,352.0,4,3,BrkTil,4,3,4,6,949.0,552.0,1501.0,5,1,1501,1.0,2,0,2,1,4,5,Typ,1,Attchd,3,2.0,512.0,3,3,240,0,0,0,0,10,2007,WD ,Normal,244000,12.404927602627597,3002.0,0,3.0,1,20,1,48,3.0
120,RM,72.30699774266365,9763,3,Lvl,Inside,Gtl,GrnHill,Norm,Norm,TwnhsE,1Story,7,5,1998,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,239.0,4,3,PConc,4,3,1,6,1102.0,328.0,1502.0,5,1,1502,1.0,1,1,1,1,4,5,Typ,1,Attchd,3,1.0,286.0,3,3,0,0,0,0,0,9,2007,WD ,Normal,330000,12.706850963741102,3004.0,0,3.0,1,9,1,12,3.0
20,RL,115.0,16905,4,Lvl,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,5,6,1959,Gable,CompShg,VinylSd,VinylSd,NA,0.0,3,4,CBlock,3,3,5,4,967.0,383.0,1350.0,4,1,1328,0.0,1,1,2,1,3,5,Typ,1,Attchd,2,1.0,308.0,3,3,0,1,0,0,0,7,2007,WD ,Normal,170000,12.04355959836804,2678.0,0,3.0,1,48,1,45,3.0
20,RL,149.0,19958,4,Lvl,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,6,8,1995,Hip,CompShg,HdBoard,HdBoard,BrkFace,1224.0,3,4,CBlock,3,3,1,1,0.0,585.0,585.0,4,1,2279,0.0,2,1,4,1,4,7,Typ,1,Attchd,2,2.0,461.0,3,3,274,0,0,138,1,7,2007,WD ,Normal,257000,12.456835254920371,2864.0,0,3.0,1,12,2,9,3.0
20,RL,67.0,8368,3,HLS,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,7,5,2007,Gable,CompShg,VinylSd,VinylSd,NA,0.0,4,3,PConc,4,3,1,1,0.0,1689.0,1689.0,5,1,1689,0.0,2,0,3,1,4,7,Typ,0,Attchd,3,2.0,433.0,3,3,100,1,0,0,0,4,2007,New,Partial,231713,12.353259131555799,3378.0,0,3.0,1,0,1,12,2.0
20,RL,68.0,8298,3,HLS,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,8,5,2007,Hip,CompShg,VinylSd,VinylSd,NA,0.0,4,3,PConc,4,3,4,6,583.0,963.0,1546.0,5,1,1564,0.0,2,0,2,1,5,6,Typ,1,Attchd,2,2.0,502.0,3,3,132,0,0,0,0,9,2007,New,Partial,267300,12.496130643234865,3110.0,0,3.0,1,0,2,48,2.0
20,RL,64.0,9037,3,HLS,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,8,5,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,32.0,4,3,PConc,4,3,4,6,428.0,1048.0,1476.0,5,1,1484,0.0,2,0,2,1,5,6,Typ,1,Attchd,2,2.0,472.0,3,3,120,1,0,0,0,12,2007,WD ,Normal,265900,12.490879338036375,2960.0,0,3.0,1,1,2,48,2.0
20,RL,89.0,10991,3,HLS,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,8,5,2007,Gable,CompShg,VinylSd,VinylSd,BrkFace,80.0,4,3,PConc,4,3,5,1,0.0,1571.0,1571.0,5,1,1571,0.0,2,0,3,1,4,7,Typ,1,Attchd,3,3.0,722.0,3,3,100,1,0,0,0,12,2007,New,Partial,239000,12.384223015005313,3142.0,0,3.0,1,0,1,60,2.0
20,RL,67.0,10656,3,HLS,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,8,5,2007,Gable,CompShg,VinylSd,VinylSd,Stone,274.0,4,3,PConc,4,3,4,1,0.0,1638.0,1638.0,5,1,1646,0.0,2,0,3,1,4,6,Typ,1,Attchd,2,3.0,870.0,3,3,192,1,0,0,0,11,2007,New,Partial,248900,12.424810506025395,3284.0,0,3.0,1,0,1,48,2.0
20,RL,42.0,10331,4,Lvl,CulDSac,Gtl,Timber,Norm,Norm,1Fam,1Story,7,7,1985,Gable,CompShg,Plywood,Plywood,NA,0.0,3,3,CBlock,4,3,1,5,215.0,970.0,1265.0,4,1,1240,0.0,2,0,3,1,4,6,Typ,0,Attchd,1,2.0,528.0,3,3,232,0,0,0,0,7,2007,WD ,Normal,174000,12.066816325306588,2505.0,0,3.0,1,22,1,12,3.0
50,RL,44.0,13758,3,Lvl,CulDSac,Gtl,Timber,Norm,Norm,1Fam,1.5Fin,7,5,1991,Gable,CompShg,HdBoard,HdBoard,BrkFace,117.0,4,4,CBlock,4,3,3,2,902.0,254.0,1156.0,5,1,1717,0.0,2,1,3,1,4,7,Typ,1,Attchd,2,2.0,400.0,3,3,168,1,0,0,0,4,2007,WD ,Normal,187500,12.141539457711714,2873.0,0,3.0,1,16,1,36,3.0
60,RL,93.66129032258064,9303,3,Lvl,Corner,Gtl,Timber,Norm,Norm,1Fam,2Story,6,5,1997,Hip,CompShg,VinylSd,VinylSd,BrkFace,42.0,4,3,PConc,5,3,1,5,742.0,130.0,872.0,5,1,1756,1.0,2,1,3,1,3,7,Typ,0,Attchd,3,2.0,422.0,3,3,144,1,0,0,0,7,2007,WD ,Normal,204000,12.225880174775122,2628.0,0,3.0,1,10,2,15,4.0
20,RL,72.30699774266365,6718,3,Lvl,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,8,5,2001,Gable,CompShg,VinylSd,VinylSd,BrkFace,86.0,4,3,PConc,5,3,3,6,250.0,1017.0,1267.0,5,1,1312,0.0,2,0,2,1,4,5,Typ,0,Attchd,1,2.0,471.0,3,3,256,1,0,0,0,1,2007,WD ,Normal,180500,12.103491596905931,2579.0,0,3.0,1,6,1,45,2.0
80,RL,73.0,9590,3,Lvl,Corner,Gtl,Timber,Norm,Norm,1Fam,SLvl,7,5,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,442.0,4,3,PConc,5,3,4,6,786.0,82.0,868.0,5,1,1146,1.0,2,0,3,1,4,6,Typ,1,Attchd,3,2.0,438.0,3,3,160,1,0,0,0,5,2007,WD ,Normal,187500,12.141539457711714,2014.0,0,3.0,1,4,1,60,3.0
20,RL,80.0,11305,4,Lvl,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,8,5,2002,Hip,CompShg,VinylSd,VinylSd,BrkFace,886.0,4,3,PConc,4,3,4,6,1329.0,593.0,1922.0,5,1,1922,1.0,2,0,2,1,4,6,Typ,1,Attchd,3,3.0,692.0,3,3,201,1,0,0,0,4,2007,WD ,Normal,282000,12.549665896013254,3844.0,0,3.0,1,5,2,48,3.0
20,RL,72.30699774266365,7777,3,Lvl,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,6,5,1996,Gable,CompShg,VinylSd,VinylSd,BrkFace,203.0,4,3,PConc,5,3,1,1,0.0,1491.0,1491.0,5,1,1491,0.0,2,0,3,1,3,7,Typ,1,Attchd,3,2.0,571.0,3,3,0,1,0,0,0,11,2007,WD ,Normal,178000,12.08954444723597,2982.0,0,3.0,1,11,1,15,2.0
20,RL,85.0,14536,4,Lvl,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,8,5,2003,Hip,CompShg,VinylSd,VinylSd,BrkFace,236.0,4,3,PConc,4,3,4,6,1300.0,316.0,1616.0,5,1,1629,1.0,2,0,3,1,4,9,Typ,1,Attchd,3,3.0,808.0,3,3,0,1,0,0,0,11,2007,WD ,Normal,270000,12.506180941677357,3245.0,0,3.0,1,4,2,48,3.0
60,RL,72.30699774266365,11800,3,Lvl,Inside,Gtl,Timber,Norm,Norm,1Fam,2Story,7,5,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,94.0,4,3,PConc,4,3,5,6,766.0,356.0,1122.0,5,1,2486,1.0,3,1,5,1,4,10,Typ,1,BuiltIn,3,2.0,452.0,3,3,143,1,0,0,0,7,2007,WD ,Normal,279900,12.5421912482017,3608.0,0,3.0,1,3,1,60,5.0
20,RL,93.0,15306,3,HLS,Corner,Gtl,Timber,Norm,Norm,1Fam,1Story,8,5,2007,Gable,CompShg,VinylSd,VinylSd,Stone,100.0,4,3,PConc,5,3,5,6,80.0,1652.0,1732.0,5,1,1776,1.0,2,0,3,1,4,7,Typ,1,Attchd,3,3.0,712.0,3,3,0,0,0,0,0,5,2007,New,Partial,283463,12.554840409959793,3508.0,0,3.0,1,0,1,75,3.0
20,RL,85.0,12633,3,HLS,Inside,Gtl,Timber,PosA,PosA,1Fam,1Story,10,5,2007,Hip,CompShg,MetalSd,MetalSd,BrkFace,242.0,5,3,PConc,5,3,5,1,0.0,1824.0,1824.0,5,1,1824,0.0,2,0,3,1,5,8,Typ,1,Attchd,3,3.0,932.0,3,3,160,1,0,108,0,9,2007,New,Partial,392000,12.879019669789754,3648.0,0,3.0,3,0,2,75,2.0
60,RL,93.66129032258064,12665,3,Lvl,Inside,Gtl,Timber,Norm,Norm,1Fam,2Story,8,5,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,245.0,4,3,PConc,4,4,5,1,0.0,1094.0,1094.0,5,1,2482,0.0,2,1,4,1,4,9,Typ,1,BuiltIn,3,3.0,642.0,3,3,144,1,0,0,0,2,2007,WD ,Normal,281213,12.546871224308068,3576.0,0,3.0,1,1,2,80,3.0
20,RL,70.0,8402,4,Lvl,Inside,Gtl,Mitchel,Feedr,Norm,1Fam,1Story,5,5,2007,Gable,CompShg,VinylSd,VinylSd,NA,0.0,3,3,PConc,4,3,1,5,206.0,914.0,1120.0,5,1,1120,0.0,1,0,3,1,3,6,Typ,0,NA,0,0.0,0.0,0,0,0,1,0,0,0,12,2007,New,Partial,147000,11.898194668458823,2240.0,0,2.0,1,0,1,12,1.0
120,RM,62.0,6710,3,Lvl,FR3,Gtl,Mitchel,Norm,Norm,TwnhsE,SFoyer,6,5,1997,Gable,CompShg,VinylSd,VinylSd,BrkFace,134.0,3,3,PConc,5,3,4,3,16.0,0.0,920.0,5,1,936,2.0,0,1,0,1,3,3,Typ,0,Attchd,3,2.0,460.0,3,3,0,1,0,0,0,6,2007,WD ,Normal,140000,11.849404844423074,1856.0,0,2.0,1,10,1,60,3.0
20,RL,94.0,25286,4,HLS,Inside,Mod,Mitchel,Norm,Norm,1Fam,1Story,4,5,1963,Gable,CompShg,HdBoard,Plywood,NA,0.0,3,3,PConc,3,3,5,5,633.0,431.0,1064.0,4,1,1040,1.0,1,0,3,1,3,5,Typ,0,Attchd,1,2.0,648.0,3,3,0,0,0,0,0,1,2007,WD ,Normal,132250,11.792456911128632,2104.0,0,2.0,1,44,1,45,2.0
90,RL,65.1647564469914,25000,4,Low,Inside,Gtl,Mitchel,Norm,Norm,Duplex,1Story,5,4,1967,Gable,CompShg,HdBoard,Plywood,NA,0.0,3,3,CBlock,3,3,4,1,0.0,1632.0,1632.0,3,1,1632,0.0,2,0,4,2,3,8,Typ,0,Attchd,1,2.0,576.0,3,3,0,0,0,0,0,6,2007,WD ,Normal,143000,11.870606902224587,3264.0,0,2.0,1,40,1,36,2.0
120,RM,44.0,4224,4,Lvl,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,1Story,5,7,1976,Gable,CompShg,CemntBd,CmentBd,NA,0.0,3,3,PConc,4,3,1,6,840.0,200.0,1040.0,3,1,1060,1.0,1,0,3,1,3,6,Typ,1,Attchd,1,2.0,572.0,3,3,100,1,0,0,0,6,2007,WD ,Normal,129900,11.774527900858468,2100.0,0,1.0,1,31,1,12,2.0
120,RM,44.0,4224,4,Lvl,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,1Story,5,5,1976,Gable,CompShg,CemntBd,CmentBd,NA,0.0,3,3,PConc,4,3,1,5,874.0,268.0,1142.0,3,1,1142,1.0,1,1,3,1,3,6,Typ,1,Attchd,3,2.0,528.0,3,3,536,1,0,0,1,8,2007,WD ,Normal,134000,11.80560254159177,2284.0,0,1.0,1,31,1,12,3.0
160,RM,21.0,1504,4,Lvl,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,2Story,4,4,1972,Gable,CompShg,CemntBd,CmentBd,NA,0.0,3,3,CBlock,3,3,1,4,252.0,294.0,546.0,3,1,1092,0.0,1,1,3,1,3,5,Typ,0,Attchd,1,1.0,253.0,3,3,0,0,0,0,0,5,2007,WD ,Normal,85500,11.356283350762888,1638.0,0,1.0,1,35,1,9,2.0
